,Title,Artist,Album,Popularity,Play Count,Track URL,Acousticness,Danceability,Loudness,Valence,Energy,Liveness,Tempo,Explicit,Instrumentalness,Duration (ms),Genres,Sub_Genre,Main Genre,Release Year
608,More Than a Feeling,Boston,Boston,83,8,https://open.spotify.com/track/1QEEqeFIZktqIpPI4jSVSF,0.00088,0.377,-8.039,0.285,0.681,0.0504,108.789,False,0.0023,285133,"album rock, classic rock, glam metal, hard rock, mellow gold, rock, soft rock",classic rock,Rock,1976
609,T.N.T.,AC/DC,High Voltage,81,9,https://open.spotify.com/track/7LRMbd3LEoV5wZJvXT1Lwb,0.153,0.754,-5.218,0.435,0.759,0.101,126.366,False,0.000108,214667,"australian rock, hard rock, rock",hard rock,Rock,1976
610,(Don't Fear) The Reaper,Blue Öyster Cult,Agents Of Fortune,79,10,https://open.spotify.com/track/5QTxFnGygVM4jFQiBovmRo,0.0029,0.333,-8.55,0.385,0.927,0.297,141.466,False,0.000208,308120,"album rock, classic rock, glam metal, hard rock, progressive rock, rock",classic rock,Rock,1976
611,The Boys Are Back In Town,Thin Lizzy,Jailbreak (Deluxe Edition),78,20,https://open.spotify.com/track/43DeSV93pJPT4lCZaWZ6b1,0.234,0.445,-9.803,0.768,0.706,0.205,80.823,False,0.000252,266720,"album rock, blues rock, classic rock, glam metal, hard rock, irish rock, metal, rock",blues rock,Rock,1976
612,"Money, Money, Money",ABBA,Arrival,78,12,https://open.spotify.com/track/3lKN03PDeBnXZS7sDukRBt,0.535,0.787,-6.873,0.646,0.704,0.089,120.701,False,0.00305,186427,"europop, swedish pop",swedish pop,Pop,1976
613,Crazy On You,Heart,Dreamboat Annie,77,10,https://open.spotify.com/track/5zH710lFSLtkHbMkslLDjR,0.116,0.427,-12.442,0.383,0.459,0.132,129.878,False,0.000103,293440,"album rock, classic rock, glam metal, hard rock, heartland rock, mellow gold, new wave pop, rock, singer-songwriter, soft rock",classic rock,Rock,1976
614,Daddy Cool,Boney M.,Take The Heat Off Me,77,10,https://open.spotify.com/track/3WMbD1OyfKuwWDWMNbPQ4g,0.281,0.763,-6.932,0.929,0.777,0.134,124.431,False,0.79,208600,europop,europop,Pop,1976
615,Blitzkrieg Bop ,Ramones,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),77,78,https://open.spotify.com/track/4KcH1ZRV2W1q7Flq0QqC76,0.000269,0.385,-2.533,0.902,0.783,0.108,176.701,False,0.47,134467,"alternative rock, early us punk, permanent wave, punk, rock",early us punk,Punk,1976
616,Walk This Way,Aerosmith,Toys In The Attic,79,9,https://open.spotify.com/track/4JfuiOWlWCkjP6OKurHjSn,0.0115,0.653,-10.613,0.894,0.73,0.0776,108.709,False,1.02e-05,220311,"album rock, classic rock, hard rock, rock",classic rock,Rock,1976
617,Bohemian Rhapsody ,Queen,A Night At The Opera (Deluxe Remastered Version),76,18,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,0.288,0.392,-9.961,0.228,0.402,0.243,143.883,False,0.0,354320,"classic rock, glam rock, rock",glam rock,Rock,1976
